director,cast,year,movie_name,rating
Steven Okazaki,Malice McMunn,2000,Black Tar Heroin: The Dark End of the Street,8
Paul Schrader,"Richard Pryor,Harvey Keitel,Yaphet Kotto,Ed Begley Jr.,Harry Bellaver,George Memmoli,Lucy Saroyan,Lane Smith,Cliff De Young,Borah Silver,Chip Fields,Harry Northup,Leonard Gaines,Milton Selzer,Sammy Warren",1978,Blue Collar,7.6
,"Daphne Zuniga,Sarah Foret,Torrey DeVitto,Jackson Rathbone,Ricky Mabe,Kathleen Munroe,James McCaffrey,Jordan Madley,Sean Wing,Matthew Del Negro,Kimberly Huie,Kyle Schmid,Arnold Pinnock",,Beautiful People,7.2
Charles Chaplin,"Virginia Cherrill,Florence Lee,Harry Myers,Al Ernest Garcia,Hank Mann,Charles Chaplin",1931,City Lights,8.6
Charles Chaplin,"Al Ernest Garcia,Merna Kennedy,Harry Crocker,George Davis,Henry Bergman,Tiny Sandford,John Rand,Steve Murphy,Charles Chaplin",1928,The Circus,8.2
Charles Chaplin,"Carl Miller,Edna Purviance,Jackie Coogan,Charles Chaplin",1921,The Kid,8.4
Garry Marshall,"Matt Dillon,Hector Elizondo,Molly McCarthy,Martha Gehman,Richard Crenna,Jessica Walter,Carole Davis,Janet Jones,Brian McNamara,Fisher Stevens,Mel Allen,Seth Allen,David Barry,George Blumenthal,Nicole Brandon",1984,The Flamingo Kid,6.2
Anthony Mann,"James Stewart,Arthur Kennedy,Donald Crisp,Cathy O'Donnell,Alex Nicol,Aline MacMahon,Wallace Ford,Jack Elam,John War Eagle,James Millican,Gregg Barton,Boyd Stockman,Frank DeKova",1955,The Man from Laramie,7.4
Max Baer Jr.,"Forrest Tucker,Julie Adams,Max Baer Jr.,Janice Heiden,Dennis Redfield,Don Grady,Chip Hand,William Demarest,Harold J. Stone,Vito Scotti,Sandy McPeak,Lillian Randolph,Mike Mazurki,Billy Curtis,Biff Elliot",1975,The Wild McCullochs,4.7
Felix E. Feist,"Kirk Douglas,Eve Miller,Patrice Wymore,Edgar Buchanan,John Archer,Alan Hale Jr.,Roy Roberts,Charles Meredith,Harry Cording,Ellen Corby",1952,The Big Trees,5.8
Michael Miller,"Gerrit Graham,Michael Lerner,Misty Rowe,Blackie Dammett,Fred McCarren,Miriam Flynn,Mews Small,Stephen Furst,Shelley Smith,Zane Buzby,Jacklyn Zeman,Barry Diamond,Art Evans,Marla Pennington,Randy Powell",1982,Class Reunion,4.6
H. Bruce Humberstone,"David Niven,Vera-Ellen,Cesar Romero,Bobby Howes,Diane Hart,Gordon Jackson,Barbara Couper,Henry Hewitt,Gladys Henson,Hugh Dempster,Sandra Dorne,Joyce Carey,John Laurie,Wylie Watson,Joan Heal",1951,Happy Go Lovely,6.5
John Frankenheimer,"Ben Affleck,James Frain,Dana Stubblefield,Mark Acheson,Tom Heaton,Isaac Hayes,Michael Sunczyk,Douglas Arthurs,Dean Wray,Ron Sauv,Ron Jeremy,Hrothgar Mathews,Charlize Theron,Clarence Williams III,Donal Logue",2000,Reindeer Games,5.7
Eric Mendelsohn,"Barbara Barrie,Bob Dishy,Edie Falco,Carlin Glynn,Aaron Harnick,Bette Henritze,Madeline Kahn,Julie Kavner,Anne Meara,Novella Nelson,Peter Appel,Marcia DeBonis,Glenn Fitzgerald,Marcus Giamatti,Judy Graubart",1999,Judy Berlin,6.8
Curtis Hanson,"Michael Douglas,Tobey Maguire,Frances McDormand,Robert Downey Jr.,Katie Holmes,Rip Torn,Richard Knox,Jane Adams,Michael Cavadias,Richard Thomas,Alan Tudyk,Philip Bosco,George Grizzard,Kelly Bishop,Bill Velin",2000,Wonder Boys,7.4
Sren Kragh-Jacobsen,"Iben Hjejle,Anders W. Berthelsen,Jesper Asholt,Emil Tarding,Anders Hove,Sofie Grbl,Paprika Steen,Mette Bratlann,Susanne Storm,Ellen Hillings,Sidse Babett Knudsen,Sren Fauli,Sren Malling,Kjeld Nrgaard,Kirsten Vaupel",1999,Mifune,7.2
DJ Pooh,"Brian Hooks,N'Bushe Wright,Faizon Love,E-40,Starletta DuPois,George Wallace,David Alan Grier,Dean Norris,Barima McKnight,Meagan Good,Mo'Nique,De'aundre Bonds,Antonio Fargas,Harmonica Fats,Mike Epps",2000,3 Strikes,3.9
Nick Gomez,"Danny DeVito,Bette Midler,Neve Campbell,Jamie Lee Curtis,Casey Affleck,William Fichtner,Marcus Thomas,Peter Dobson,Kathleen Wilhoite,Tracey Walter,Will Ferrell,Paul Ben-Victor,Paul Schulze,Mark Pellegrino,Raymond O'Connor",2000,Drowning Mona,5.6
Mike Nichols,"Garry Shandling,Annette Bening,John Goodman,Greg Kinnear,Ben Kingsley,Judy Greer,Danny Zorn,Harmony Smith,Richard Jenkins,Linda Fiorentino,Caroline Aaron,Nora Dunn,Cricky Long,Camryn Manheim,Ann Cusack",2000,What Planet Are You From?,5.6
"Pontus Lwenhielm,Patrick von Krusenstjerna","Steve Zahn,Salma Hayek,Jeff Goldblum,Elijah Wood,David Cross,Tom Wilkinson,Orlando Jones,Kevin Corrigan,David Hyde Pierce,Lara Flynn Boyle,John Cassini,Michael Rapaport,Myndy Crist,Craig Ferguson,Devin Douglas Drewitz",2000,Chain of Fools,6.2
Barry W. Blaustein,"Barry W. Blaustein,Vince McMahon,Jim Ross,Jim Bell,Darren Drozdov,Roland Alexander,Tony Jones,Michael Modest,Terry Funk,Mick Foley,Danny Zucker,Dave Meltzer,Jake Roberts,Ed Beckley,Chyna",1999,Beyond the Mat,7.6
Jim Jarmusch,"Forest Whitaker,John Tormey,Cliff Gorman,Dennis Liu,Frank Minucci,Richard Portnow,Tricia Vessey,Henry Silva,Gene Ruffini,Frank Adonis,Victor Argo,Damon Whitaker,Kenny Guay,Vince Viverito,Gano Grills",1999,Ghost Dog: The Way of the Samurai,7.5
George Bowers,"Caren Kaye,Matt Lattanzi,Kevin McCarthy,Clark Brandon,Bruce Bauer,Arlene Golonka,Crispin Glover,Amber Denyse Austin,John Vargas,Maria Melendez,Graem McGavin,Rex Ryon,Katt Shea,Brioni Farrell,Shelley Taylor Morgan",1983,My Tutor,5.1
John Duigan,"Noah Taylor,Loene Carmen,Ben Mendelsohn,Graeme Blundell,Lynette Curran,Malcolm Robertson,Judi Farr,Tim Robertson,Bruce Spence,Harold Hopkins,Nick Tate,Vincent Ball,Anja Coleby,Kylie Ostara,Kelly Dingwall",1987,The Year My Voice Broke,7.6
Robert Aldrich,"Beryl Reid,Susannah York,Coral Browne,Ronald Fraser,Patricia Medina,Hugh Paddick,Cyril Delevanti,Sivi Aberg,William Beckley,Elaine Church,Brendan Dillon,Mike Freeman,Maggie Paige,Jack Raine,Dolly Taylor",1968,The Killing of Sister George,7.1
Elia Kazan,"Natalie Wood,Pat Hingle,Audrey Christie,Barbara Loden,Zohra Lampert,Warren Beatty,Fred Stewart,Joanna Roos,John McGovern,Jan Norris,Martine Bartlett,Gary Lockwood,Sandy Dennis,Crystal Field,Marla Adams",1961,Splendor in the Grass,7.8
,"Rex Allen,Ingvald Lieberkind",1962,The Legend of Lobo,7.2
Edward D. Wood Jr.,"Lyle Talbot,Dolores Fuller,Herbert Rawlinson,Steve Reeves,Clancy Malone,Timothy Farrell,Tedi Thurman,Bud Osborne,Mona McKinnon,Don Nagel,John Robert Martin,La Vada Simmons,Regina Claire,John Avery",1954,Jail Bait,3.2
John Huston,"Humphrey Bogart,Edward G. Robinson,Lauren Bacall,Lionel Barrymore,Claire Trevor,Thomas Gomez,Harry Lewis,John Rodney,Marc Lawrence,Dan Seymour,Monte Blue,William Haade",1948,Key Largo,7.9
Michael Winner,"Orson Welles,Oliver Reed,Carol White,Harry Andrews,Michael Hordern,Wendy Craig,Norman Rodway,Marianne Faithfull,Frank Finlay,Ann Lynn,Harvey Hall,Lyn Ashley,Edward Fox,Basil Dignam,Mark Burns",1967,I'll Never Forget What's'isname,7.1
Alan Parker,"Matthew Modine,Nicolas Cage,John Harkins,Sandy Baron,Karen Young,Bruno Kirby,Nancy Fish,George Buck,Dolores Sage,Pat Ryan,James Santini,Maud Winchester,Marshall Bell,Elizabeth Whitcraft,Sandra Beall",1984,Birdy,7.3
George Cukor,"Judy Holliday,Broderick Crawford,William Holden,Howard St. John,Frank Otto,Larry Oliver,Barbara Brown,Grandon Rhodes,Claire Carleton",1950,Born Yesterday,7.7
Edward D. Wood Jr.,"Bela Lugosi,Tor Johnson,Tony McCoy,Loretta King,Harvey B. Dunn,George Becwar,Paul Marco,Don Nagel,Bud Osborne,John Warren,Ann Wilner,Dolores Fuller,William 'Billy' Benedict,Ben Frommer",1955,Bride of the Monster,4.1
"Kevin Brownlow,Andrew Mollo","Pauline Murray,Sebastian Shaw,Bart Allison,Reginald Marsh,Frank Bennett,Derek Milburn,Nicolette Bernard,Nicholas Moore,Rex Collett,Michael Passmore,Peter Dineley,Barrie Pattison,Honor Fearson,Ronald Phillips,Frank Gardner",1965,It Happened Here,6.8
Al Reinert,"Jim Lovell,Russell Schweickart,Eugene Cernan,Michael Collins,Charles Conrad,Richard Gordon,Alan Bean,Jack Swigert,Stuart Roosa,James Irwin,Kenneth Mattingly,Charles Duke,Harrison Schmitt,Buzz Aldrin,Bill Anders",1989,For All Mankind,8.2
Sam Peckinpah,"James Coburn,Maximilian Schell,James Mason,David Warner,Klaus Lwitsch,Vadim Glowna,Roger Fritz,Dieter Schidor,Burkhard Driest,Fred Stillkrauth,Michael Nowka,Vronique Vendell,Arthur Brauss,Senta Berger",1977,Cross of Iron,7.5
Herschell Gordon Lewis,"William Kerwin,Mal Arnold,Connie Mason,Lyn Bolton,Scott H. Hall,Christy Foushee,Ashlyn Martin,Astrid Olson,Sandra Sinclair,Gene Courtier,Louise Kamp,Hal Rich,Al Golden",1963,Blood Feast,5
Roger Vadim,"Brigitte Bardot,Curd Jrgens,Jean-Louis Trintignant,Jane Marken,Jean Tissier,Isabelle Corey,Jacqueline Ventura,Jacques Ciron,Paul Faivre,Jany Mourey,Philippe Grenier,Jean Lefebvre,Leopoldo Francs,Marie Glory,Georges Poujouly",1956,...And God Created Woman,6.3
Winston Hibler,"Ron Brown,Brian Russell,Linda Wallace,Jim Wilson,Lewis Sample,Clifford Peterson,Edward C. Moller,Charlie,Rex Allen",1967,"Charlie, the Lonesome Cougar",6.8
Herschell Gordon Lewis,"Gordon Oas-Heim,Candi Conder,Elyn Warner,Pat Finn-Lee,Jerome Eden,Scott H. Hall,Jim Jaekel,Iris Marshall,William Harris,Cathy Collins",1965,Color Me Blood Red,5.3
George Marshall,"Betty Hutton,John Lund,Billy De Wolfe,William Demarest,Constance Collier,Frank Faylen,William Farnum,Chester Conklin,Paul Panzer,'Snub' Pollard,James Finlayson,Creighton Hale,Hank Mann,Francis McDonald,Bert Roach",1947,The Perils of Pauline,7.1
Daniel Petrie,"Sidney Poitier,Claudia McNeil,Ruby Dee,Diana Sands,Ivan Dixon,John Fiedler,Louis Gossett Jr.,Steven Perry,Joel Fluellen,Louis Terrel,Roy Glenn",1961,A Raisin in the Sun,8.1
Carroll Ballard,"Charles Martin Smith,Brian Dennehy,Zachary Ittimangnaq,Samson Jorah,Hugh Webster,Martha Ittimangnaq,Tom Dahlgren,Walker Stuart",1983,Never Cry Wolf,7.6
Brian De Palma,"Gary Sinise,Tim Robbins,Don Cheadle,Connie Nielsen,Jerry O'Connell,Peter Outerbridge,Kavan Smith,Jill Teed,Elise Neal,Kim Delaney,Marilyn Norry,Freda Perry,Lynda Boyd,Patricia Harras,Robert Bailey Jr.",2000,Mission to Mars,5.6
Herschell Gordon Lewis,"Connie Mason,William Kerwin,Jeffrey Allen,Shelby Livingston,Ben Moore,Jerome Eden,Gary Bakeman,Stanley Dyrector,Linda Cochran,Yvonne Gilbert,Michael Korb,Vincent Santo,Andy Wilson,Candi Conder,The Pleasant Valley Boys",1964,Two Thousand Maniacs!,5.9
Aileen Ritchie,"Ian Hart,Sean McGinley,Niamh Cusack,Ruth McCabe,Ewan Stewart,Pat Shortt,Cathleen Bradley,Sean McDonagh,Risteard Cooper,Maureen O'Brien,Pat Laffan,Britta Smith,Joan Sheehy,Patricia Martin,Dessie Gallagher",2000,The Closer You Get,6.4
Rgis Wargnier,"Oleg Menshikov,Sandrine Bonnaire,Catherine Deneuve,Sergey Bodrov Jr.,Ruben Tapiero,Erwan Baynaud,Grigori Manoukov,Tatyana Dogileva,Bogdan Stupka,Meglena Karalambova,Atanass Atanassov,Tania Massalitinova,Valentin Ganev,Nikolai Binev,Ren Fret",1999,Est - Ouest,7.5
Jason Freeland,"Michael Rooker,Big Daddy Wayne,Jack Wallace,Will Sasso,Selma Blair,Harold Gould,Brion James,Kevin Corrigan,Ron Barker,William Newman,David Labiosa,Al Rodrigo,Lisa Koch,Barry Newman,Lee Weaver",1998,Brown's Requiem,5.9
John McNaughton,"Patrick Achdjian,William S. Burroughs,Anna Condo,Eleonore Condo,George Condo,Raphaelle Condo,Allen Ginsberg,Bernard Picasso,Jim Sampas,John Sampas",2000,Condo Painting,7.1
Albert Brooks,"Albert Brooks,Michael Durrell,James Eckhouse,Gary Beach,Julie Cobb,Peter Schuck,Time Winters,Rip Torn,Sharlie Stuart,Beth Black,Clayton Norcross,James MacKrell,Wil Albert,Sage Allen,Mary Pat Gleason",1991,Defending Your Life,7.3
Peter Yates,"Dennis Christopher,Dennis Quaid,Daniel Stern,Jackie Earle Haley,Barbara Barrie,Paul Dooley,Robyn Douglass,Hart Bochner,Amy Wright,Peter Maloney,John Ashton,Lisa Shure,Jennifer K. Mickel,P.J. Soles,David K. Blase",1979,Breaking Away,7.7
Sidney Lumet,"Penelope Allen,Sully Boyar,John Cazale,Beulah Garrick,Carol Kane,Sandra Kazan,Marcia Jean Kurtz,Amy Levitt,John Marriott,Estelle Omens,Al Pacino,Gary Springer,James Broderick,Charles Durning,Carmine Foresta",1975,Dog Day Afternoon,8
David Anspaugh,"Gene Hackman,Barbara Hershey,Dennis Hopper,Sheb Wooley,Fern Persons,Chelcie Ross,Robert Swan,Michael O'Guinne,Wil Dewitt,John Robert Thompson,Michael Sassone,Gloria Dorson,Mike Dalzell,Skip Welker,Eric Gilliom",1986,Hoosiers,7.6
George Lucas,"Richard Dreyfuss,Ron Howard,Paul Le Mat,Charles Martin Smith,Cindy Williams,Candy Clark,Mackenzie Phillips,Wolfman Jack,Bo Hopkins,Manuel Padilla Jr.,Beau Gentry,Harrison Ford,Jim Bohan,Jana Bellan,Deby Celiz",1973,American Graffiti,7.5
John Ford,"John Wayne,Jeffrey Hunter,Vera Miles,Ward Bond,Natalie Wood,John Qualen,Olive Carey,Henry Brandon,Ken Curtis,Harry Carey Jr.,Antonio Moreno,Hank Worden,Beulah Archuletta,Walter Coy,Dorothy Jordan",1956,The Searchers,8
Ron Shelton,"Kevin Costner,Susan Sarandon,Tim Robbins,Trey Wilson,Robert Wuhl,William O'Leary,David Neidorf,Danny Gans,Tom Silardi,Lloyd T. Williams,Rick Marzan,George Buck,Jenny Robertson,Gregory Avellone,Garland Bunting",1988,Bull Durham,7.1
John Huston,"Sterling Hayden,Louis Calhern,Jean Hagen,James Whitmore,Sam Jaffe,John McIntire,Marc Lawrence,Barry Kelley,Anthony Caruso,Teresa Celli,Marilyn Monroe,William 'Wee Willie' Davis,Dorothy Tree,Brad Dexter,John Maxwell",1950,The Asphalt Jungle,7.9
Andrew V. McLaglen,"William Holden,Cliff Robertson,Vince Edwards,Andrew Prine,Jeremy Slate,Claude Akins,Jack Watson,Richard Jaeckel,Bill Fletcher,Richard Dawson,Tom Troupe,Luke Askew,Jean-Paul Vignon,Tom Stern,Harry Carey Jr.",1968,The Devil's Brigade,6.8
Brian G. Hutton,"Richard Burton,Clint Eastwood,Mary Ure,Patrick Wymark,Michael Hordern,Donald Houston,Peter Barkworth,William Squire,Robert Beatty,Brook Williams,Neil McCarthy,Vincent Ball,Anton Diffring,Ferdy Mayne,Derren Nesbitt",1968,Where Eagles Dare,7.7
Robert Garofalo,"Stuart Adamson,Mark Brzezicki,Tony Butler,Bruce Watson",2002,Big Country the Final Fling,8.6
Costa-Gavras,"Debra Winger,Tom Berenger,John Heard,Betsy Blair,John Mahoney,Ted Levine,Jeffrey DeMunn,Albert Hall,David Clennon,Robert Swan,Richard Libertini,Maria Valdez,Brian Bosak,Alan Wilder,Clifford A. Pellow",1988,Betrayed,6.3
Hal Ashby,"David Carradine,Ronny Cox,Melinda Dillon,Gail Strickland,John Lehne,Ji-Tu Cumbuka,Randy Quaid,Elizabeth Macey,Susan Vaill,Sarah Vaill,Alexandra Mock,Kimberly Mock,Miriam Byrd-Nethery,Jane Lambert,Jan Burrell",1976,Bound for Glory,7.4
John Guillermin,"George Segal,Robert Vaughn,Ben Gazzara,Bradford Dillman,E.G. Marshall,Peter van Eyck,Hans Christian Blech,Heinz Reincke,Joachim Hansen,Sonja Ziemann,Anna Gal,Vt Olmer,Bo Hopkins,Robert Logan,Matt Clark",1969,The Bridge at Remagen,6.7
Julie Dash,"Cora Lee Day,Alva Rogers,Barbarao,Trula Hoosier,Umar Abdurrahamn,Adisa Anderson,Kaycee Moore,Bahni Turpin,Cheryl Lynn Bruce,Tommy Redmond Hicks,Tony King,Cornell Royal,Vertamae Grosvenor,Sherry Jackson,Ervin Green",1991,Daughters of the Dust,6.2
Irving Pichel,"John Archer,Warner Anderson,Tom Powers,Dick Wesson,Erin O'Brien-Moore",1950,Destination Moon,6.4
"Sidney Poitier,Joseph Sargent","Sidney Poitier,Harry Belafonte,Ruby Dee,Cameron Mitchell,Denny Miller,Nita Talbot,John Kelly,Tony Brubaker,Bobby Johnson,James McEachin,Clarence Muse,Lynn Hamilton,Doug Johnson,Errol John,Kenneth Menard",1972,Buck and the Preacher,6.4
Volker Schlndorff,"John Malkovich,Armin Mueller-Stahl,Gottfried John,Marianne Sgebrecht,Volker Spengler,Heino Ferch,Dieter Laser,Agns Soral,Sasha Hanau,Luc Florian,Laurent Spielvogel,Marc Duret,Philippe Sturbelle,Vernon Dobtcheff,Jacques Ciron",1996,The Ogre,7
Fritz Lang,"Brian Donlevy,Walter Brennan,Anna Lee,Gene Lockhart,Dennis O'Keefe,Margaret Wycherly,Nana Bryant,William Roy,Hans Heinrich von Twardowski,Alexander Granach,Tonio Selwart,Jonathan Hale,Lionel Stander,Sarah Padden,Edmund MacDonald",1943,Hangmen Also Die!,7.5
Anthony Mann,"John Ireland,Sheila Ryan,Hugh Beaumont,Jane Randolph,Ed Kelly,Charles D. Brown,Clancy Cooper,Peggy Converse,Hermine Sterler,Keefe Brasselle,Roy Gordon",1947,Railroaded!,6.7
Stanley Kramer,"Gregory Peck,Ava Gardner,Fred Astaire,Anthony Perkins,Donna Anderson,John Tate,Harp McGuire,Lola Brooks,Ken Wayne,Guy Doleman,Richard Meikle,John Meillon,Joe McCormick,Lou Vernon,Kevin Brennan",1959,On the Beach,7.3
Kristine Peterson,"Molly Gross,Jason Bortz,Marisa Ryan,Bob Neuwirth,Natacha La Ferriere,Claudia Rossi,James Garver,Peter Szumlas,Hunt Holman,Andrew Thacher,Mark Pinckney,Shandell Sosna,Bill Johns,Wendy Savage,Tia Hubbard",1997,Slaves to the Underground,5.2
J. Elder Wills,"Paul Robeson,Elisabeth Welch,Esme Percy,Robert Adams,James Solomon,Tony Wane,Ronald Simpson,George Mozart,Jenny Dean,Joan Fred Emney,Bernard Ansell,Johnnie Schofield,Ambrose Manning,Arthur Elliott,Cornelia Smith",1936,Song of Freedom,6.5
Joseph Sargent,"Walter Matthau,Robert Shaw,Martin Balsam,Hector Elizondo,Earl Hindman,James Broderick,Dick O'Neill,Lee Wallace,Tom Pedi,Beatrice Winde,Jerry Stiller,Nathan George,Rudy Bond,Kenneth McMillan,Doris Roberts",1974,The Taking of Pelham One Two Three,7.7
Nicholas Meyer,"Tom Hanks,John Candy,Rita Wilson,Tim Thomerson,Gedde Watanabe,George Plimpton,Ernest Harada,Allan Arbus,Xander Berkeley,Ji-Tu Cumbuka,Guillermo Ro,Jacqueline Evans,Pamela Gual,Philip Guilmant,Chick Hearn",1985,Volunteers,5.4
J. Elder Wills,"Paul Robeson,Elisabeth Welch,Roy Emerton,James Hayter,Lawrence Brown,Eldon Gorst,Marcelle Rogez,Eric Cowley,Joyce Kennedy",1937,Big Fella,6.2
Paul Flaherty,"John Candy,Jeffrey Jones,Annie Potts,Tim Thomerson,Barry Corbin,Shawnee Smith,Valri Bromfield,Doug Steckler,Rene Coleman,Wesley Mann,Tamsin Kelsey,Joe Flaherty,Fiona Roeske,Lori O'Byrne,Michele Goodger",1989,Who's Harry Crumb?,5.8
Stuart Rosenberg,"Fidel Abrego,Jere Burns,Gary Busey,Cecile Callan,Terry Camilleri,Elpidia Carrillo,Matt Clark,Rodolfo De Alexandre,Robert Duvall,Javier Estrada,Glenn Frey,Salvador Godnez,Bruce Gray,Jerry Hardin,Mark Harmon",1986,Let's Get Harry,5.2
William Dear,"John Lithgow,Melinda Dillon,Margaret Langrick,Joshua Rudoy,Kevin Peter Hall,David Suchet,Lainie Kazan,Don Ameche,M. Emmet Walsh,William Ontiveros,David Richardt,Jacqueline Moscou,Laura Kenny,Richard Arnold,Sean Morgan",1987,Harry and the Hendersons,5.9
Jim Goddard,"Sean Penn,Madonna,Paul Freeman,Richard Griffiths,Philip Sayer,Clyde Kusatsu,Kay Tong Lim,Sonserai Lee,Victor Wong,Professor Toru Tanaka,Michael Aldridge,Sarah Lam,George She,Won Gam Bor,To Chee Kan",1986,Shanghai Surprise,3
James Foley,"Madonna,Griffin Dunne,Haviland Morris,John McMartin,Bibi Besch,John Mills,Robert Swan,Drew Pillsbury,Coati Mundi,Dennis Burkley,James Dietz,Cecile Callan,Karen Elise Baldwin,Kimberlin Brown,Crystal Carson",1987,Who's That Girl,4.6
Robert Benton,"Jeff Bridges,Kim Basinger,Rip Torn,Gwen Verdon,Glenne Headly,Jerry Stiller,Jay Patterson,William Youmans,Gary Grubbs,Mickey Jones,Blue Deckert,Harlan Jordan,Norman Bennett,James N. Harrell,John William Galt",1987,Nadine,5.5
Susan Seidelman,"Meryl Streep,Roseanne Barr,Ed Begley Jr.,Linda Hunt,Sylvia Miles,Elisebeth Peters,Bryan Larkin,A Martinez,Maria Pitillo,Mary Louise Wilson,Susan Willis,Jack Gilpin,Robin Leach,Nitchie Barrett,June Gable",1989,She-Devil,5.4
Blake Edwards,"Kim Basinger,Bruce Willis,John Larroquette,William Daniels,George Coe,Mark Blum,Phil Hartman,Stephanie Faracy,Alice Hirson,Graham Stark,Joyce Van Patten,Jeannie Elias,Herb Tanney,Georgann Johnson,Sab Shimono",1987,Blind Date,5.9
Tom McLoughlin,"Michael E. Knight,Phoebe Cates,Emmanuelle Bart,David Dukes,Phillip Brock,Albert Macklin,Peter Kowanko,Vinny Argiro,Bibi Besch,Cheryl Pollak,Steven Banks,Charles Lane,J. Don Ferguson,Bert Hogue,O'Clair Alexander",1987,Date with an Angel,5.7
James Frawley,"Jim Henson,Frank Oz,Jerry Nelson,Richard Hunt,Dave Goelz,Charles Durning,Austin Pendleton,Edgar Bergen,Milton Berle,Mel Brooks,James Coburn,Dom DeLuise,Elliott Gould,Bob Hope,Madeline Kahn",1979,The Muppet Movie,7.7
Ken Kwapis,"Caroll Spinney,Jim Henson,Frank Oz,Richard Hunt,Kathryn Mullen,Jerry Nelson,Paul Bartel,Sandra Bernhard,John Candy,Chevy Chase,Joe Flaherty,Waylon Jennings,Dave Thomas,Laraine Newman,Brian Hohlfeld",1985,Follow That Bird,6.6
Jim Henson,"Jim Henson,Frank Oz,Dave Goelz,Jerry Nelson,Richard Hunt,Charles Grodin,Diana Rigg,John Cleese,Robert Morley,Peter Ustinov,Jack Warden,Steve Whitmire,Louise Gold,Kathryn Mullen,Bob Payne",1981,The Great Muppet Caper,7.2
"Phil Nibbelink,Simon Wells","John Goodman,Blaze Berdahl,Rhea Perlman,Jay Leno,Ren Le Vant,Felicity Kendal,Charles Fleischer,Walter Cronkite,Larry King,Julia Child,Kenneth Mars,Yeardley Smith,Martin Short,Nigel Pegram,Jessica Angelson",1993,We're Back! A Dinosaur's Story,6.1
Frank Oz,"Jim Henson,Frank Oz,Dave Goelz,Steve Whitmire,Richard Hunt,Jerry Nelson,Juliana Donald,Lonny Price,Louis Zorich,Art Carney,James Coco,Dabney Coleman,Gregory Hines,Linda Lavin,Joan Rivers",1984,The Muppets Take Manhattan,6.9
Bill Norton,"William Katt,Sean Young,Patrick McGoohan,Julian Fellowes,Kyalo Mativo,Hugh Quarshie,Olu Jacobs,Eddie Tagoe,Edward Hardwicke,Julian Curry,Alexis Meless,Susie Nottingham,Stephane Krora,Anthony Sarfoh,Jeannot Banny",1985,Baby: Secret of the Lost Legend,5
John Irvin,"Glenda Jackson,Ben Kingsley,Richard Johnson,Michael Gambon,Rosemary Leach,Eleanor Bron,Harriet Walter,Jeroen Krabb,Nigel Hawthorne,Michael Aldridge,Rom Anderson,Tony Melody,Gary Olsen,Peter Capaldi,Harold Pinter",1985,Turtle Diary,7
Roy Ward Baker,"Kenneth More,Ronald Allen,Robert Ayres,Honor Blackman,Anthony Bushell,John Cairney,Jill Dixon,Jane Downs,James Dyrenforth,Michael Goodliffe,Kenneth Griffith,Harriette Johns,Frank Lawton,Richard Leech,David McCallum",1958,A Night to Remember,7.9
Jerry Jameson,"Jason Robards,Richard Jordan,David Selby,Anne Archer,Alec Guinness,Bo Brundin,M. Emmet Walsh,J.D. Cannon,Norman Bartold,Elya Baskin,Dirk Blocker,Robert Broyles,Paul Carr,Michael C. Gwynne,Harvey Lewis",1980,Raise the Titanic,4.7
Raoul Walsh,"Gregory Peck,Virginia Mayo,Robert Beatty,Moultrie Kelsall,Terence Morgan,James Kenney,James Robertson Justice,Denis O'Dea,Richard Hearne,Michael Dolan,Stanley Baker,Alan Tilvern,Alec Mango,Christopher Lee,John Witty",1951,Captain Horatio Hornblower R.N.,7.5
Steven Soderbergh,"Julia Roberts,David Brisbin,Dawn Didawick,Albert Finney,Valente Rodriguez,Conchata Ferrell,George Rocky Sullivan,Pat Skipper,Jack Gill,Irene Olga Lpez,Emily Marks,Julie Marks,Scotty Leavenworth,Gemmenne de la Pea,Erin Brockovich-Ellis",2000,Erin Brockovich,7.3
David R. Ellis,"Ali Larter,A.J. Cook,Michael Landes,David Paetkau,James Kirk,Lynda Boyd,Keegan Connor Tracy,Jonathan Cherry,Terrence 'T.C.' Carson,Justina Machado,Tony Todd,Sarah Carter,Alejandro Rae,Shaun Sipos,Andrew Airlie",2003,Final Destination 2,6.2
Benot Mariage,"Benot Poelvoorde,Morgane Simon,Bouli Lanners,Dominique Baeyens,Philippe Grand'Henry,Jean-Franois Devigne,Lisa Lacroix,Philippe Nahon,dith Le Merdy,Patrick Audin,Claude Caudron,Simone Tasiaux,Renaud Rutten,Martin Viot,Joshua Noppe",1999,Les convoyeurs attendent,6.9
Jean-Jacques Annaud,"Bart the Bear,Youk the Bear,Tchky Karyo,Jack Wallace,Andr Lacombe",1988,The Bear,7.7
Julian Henriques,"Anjela Lauren Smith,Wil Johnson,Caroline Chikezie,Jocelyn Jee Esien,Don Warrington,Tameka Empson,Diane Bailey,Vas Blackwood,Andrea Francis,Anton Rice,Saffron Lashley,Corinne Skinner-Carter,Suzette Llewellyn,Buckley Ranks,Bushman",1998,Babymother,5.4
Christina Andreef,"Jeanie Drynan,Linal Haft,Russell Dykstra,Genevive Lemon,Sacha Horler,Alicia Talbot,Dion Bilios,Gezelle Byrnes,Jordan Frankland,Cheyenne Dobbs,Marin Mimica,Glenn Butcher,Terry Weaver,Trevor Mills,Barry Evans",1999,Soft Fruit,6.7
